"","tweet","sentiment"
"1370","al zumama stadium stadium one official soccer stadiums soccer world cup capacity forty","neutral"
"1371","lgbtq folx allies keep finding clever ways defy qatars ban rainbow flags world cup","neutral"
"1372","pes belgium vs morocco fifa pc game play","neutral"
"1373","keep beating records viewership streaming records argentina vs mexico match averaging total audie","neutral"
"1374","pes belgium vs morocco fifa pc game play","neutral"
"1375","experts eu calling qatars apps spyware","neutral"
"1376","love mother precious moments tonight moroccan player celebrates mother","positive"
"1377","ft superb secondhalf goals abdelhamid sabiri amp zakaria aboukhlal see morocco move group f f","positive"
"1378","podcast qatar world cup athletes speak","neutral"
"1379","buddy qatar muslim country think youre going j","neutral"
"1380","world cup puts spotlight qatar also brings attention human rights record politics","neutral"
"1381","fifa spain hold germany draw rudigers firsthalf header ruled offside","neutral"
"1382","team usas big world cup match abc news world cup doha qatar team usa","neutral"
"1383","qatar world cup last week tonight john oliver hbo va","neutral"
"1384","well written","positive"
"1385","haowin clothmade nocrease x qatar world soccer football cup game wall poster washable cloth poster w","neutral"
"1386","u wanna criticise qatar human rights u criticise literally ever country whos hosted wo","neutral"
"1387","players buy players sell","neutral"
"1388","iran lodges protest fifa us soccer flag post qatar world cup news","negative"
"1389","qatar world cup shame published h","negative"
"1390","qatar invested billion preparation world cup one ever spent much wor","neutral"
"1391","interesting london transport problem sponsored emirates banned qatar world cup","neutral"
"1392","ayyyyy new nightly show world cup live qatar amp","neutral"
"1393","qatar world cup ive minted nft waiting mint price sol","neutral"
"1394","friends traveling bicycle months qatar watch world cup","neutral"
"1395","chinese netizens pointed football world cup maskless fans throng stadiums qatar state censors res","positive"
"1396","china olympics qatar world cup un human rights council literally taking piss","neutral"
"1397","croacia vs canada fifa highlights vs","neutral"
"1398","world cup canada breaks early score losing croatia","negative"
"1399","group stage day","neutral"
"1400","colors scary","negative"
"1401","mini slip world cup experience dohaqatar","neutral"
"1402","usado shazam para descubrir dreamers music fifa official soundtrack de jung kook","negative"
"1403","japan costa rica odds costa rica kept alive victory japan b","positive"
"1404","tell qatars world cup team","neutral"
"1405","treat people decency roy keane attacks staging world cup qatar","neutral"
"1406","cooked kosher food public jewish prayer banned fifa world cup host country qatar","neutral"
"1407","want know harams haram islam england v wales thing spain world cu","neutral"
"1408","israelis shunned qatar world cup welcome jerusalem post","neutral"
"1409","ahmad bin ali stadium watching costa rica vs japan match fifa","neutral"
"1410","fan wears tshirt picture jerusalemite prisoner ahmed manasra world cup matches qatar men","negative"
"1411","usado shazam para descubrir dreamers music fifa official soundtrack de jung kook","negative"
"1412","qatar though hes dad tim weahs phone screen said called father ask hed answer","neutral"
"1413","praises hosting cup country allows","neutral"
"1414","enner valencia optimistic final game ecuadorian national team senegal qatar wo","positive"
"1415","fifa live south korea v ghana monday th november pm","neutral"
"1416","fifa live south korea v ghana monday th november pm","neutral"
"1417","star parade qatar world cup sets record attendance world leaders vanguard news","neutral"
"1418","culture wars pretentions american global liberal aspirations find forefront wo","positive"
"1419","belgian police detained dozen people made one arrest sunday moroccos victory belgium world c","positive"
"1420","fewer palestinians died years foreign workers qatar si","negative"
"1421","traveling watch team play world cup took little longer usual two french fans decided best w","positive"
"1422","fires notwithstanding world cup missus can read speak mandarin now locals lock","neutral"
"1423","world cup value alert fanduel bet normal bet size netherlands qatar goals pinnacle","positive"
"1424","iranian activists journalists identifying islamic republic officials basij militiamen pro","neutral"
"1425","plan going world cup q","neutral"
"1426","us football team account insulted flag amp removed name allah","negative"
"1427","want relive beautiful moments beautiful game wales iran qatar world cup vlog","positive"
"1428","highlights robert lewandowski bags first world cup goal poland beat saudi arabia itv sport","neutral"
"1429","chinese fans cheer adopted world cup teams covid curbs mean fewer qatar","positive"
"1430","fifa world cup fifa world cup spain vs germany","neutral"
"1431","highlights lionel messi sparks argentina win mexico keep world cup hopes alive itv sport","positive"
"1432","head coach ghana black stars otto addo says will like pick hansi flicks germany win world cup q","positive"
"1433","belgian police detained dozen people made one arrest sunday moroccos victory belgium wo","positive"
"1434","qatar world cup senegal defeat","positive"
"1435","im now connected lgbtq qataris arent publicly continue hear awful stories persecution","negative"
"1436","fifa live south korea v ghana monday thof november pm","neutral"
"1437","fifa weeklyround","neutral"
"1438","fifa made complete collection can found","neutral"
"1439","podcast qatar world cup athletes speak","neutral"
"1440","guessing games love everyone especially qatar beautiful world cup far","positive"
"1441","voria true national team iran regime puppets qatar shame advocati","negative"
"1442","qatar amazing like every world cup competitive unpredictable love spo","positive"
"1443","qatar rare chance world cup games show world ready looked fo","positive"
"1444","lusail stadium qatar fixture list dec world cup final may beheading junebeheading august","neutral"
"1445","remains shocking world cup staged country lured many earths poorest mo","negative"
"1446","fine mate maybe bite saad qatar football team hope will back","positive"
"1447","official policy idea behind beer policy change isnt alco","neutral"
"1448","theres israel palestine saudi fan tells israeli reporter qatar world cup livetv","neutral"
"1449","theres israel palestine saudi fan tells israeli reporter qatar world cup livetv","neutral"
"1450","many migrant workers died qatar know human cost world cup via","negative"
"1451","sentiment increasingly visible across gulf states including recently","neutral"
"1452","vidio fifa bulan private mobile k private screen k full garansi amp trus","neutral"
"1453","good analysis world cup casemiro key brazils hopes qatar gilberto silva","positive"
"1454","world cup security defy fifa orders bbc cameraman refused entry via","negative"
"1455","assista stadium fifa world cup qatar stadium youtube","neutral"
"1456","fifa spain vs germany full time","neutral"
"1457","tickets qatar world cup fifa tickets resales witch will open game ill send u links","neutral"
"1458","suffering defeat croatia canada eliminated fifa world cup qatar","neutral"
"1459","lot important criticism qatar especially brutal exploitation labor also lot tedious orientalism","negative"
"1460","us accused disrespect flag alteration ahead iran clash rt sport news","negative"
"1461","biggest shock qatar world cup far","negative"
"1462","fifa world cup qatar spain vs german al bayet stadium al khor qatar opening","neutral"
"1463","west right criticize qatar world cup heres view global south","neutral"
"1464","introducing ai league fifa edition coach casual football aicontrolled t","neutral"
"1465","croacia vs canada fifa alphonso davies vs luka modric vs","neutral"
"1466","reading qatar world cup criticism strange gay womens workers rights issues somehow get mentioned","negative"
"1467","aviary bintaro nobar","neutral"
"1468","design world cup taxis qatar","neutral"
"1469","england denmark wales belgium netherlands refused wear antidiscrimination armband fear upsetting qatar","negative"
"1470","hope realize people died construction world cup stadiums qatar years","negative"
"1471","yes world cup qatar","neutral"
"1472","germany salvages draw spain world cup hopes still hang balance","negative"
"1473","also much qatar fifa world cup telling lie literally every detail","negative"
"1474","messi wins world cup qatar de de finish","positive"
"1475","rt swilkinsonbc qatar allowed israeli journalists fly doha part fifa brokered deal hasnt","neutral"
"1476","chinese netizens pointed football world cup maskless fans throng stadiums qatar state censors","positive"
"1477","just appalled disgusted exfootballer chloe morgan responds fifa presidents defence qatar hostin","negative"
"1478","tv logo rai fifa tu used play fifa mode","neutral"
"1479","crazy footage shows kylian mbappe flooring denmark defender without even touching ball","neutral"
"1480","gary neville world cup qatar talking nothing common sense","neutral"
"1481","way qatar can win game world cup","positive"
"1482","fan qatar mocked germanys mouthcovering gesture lgbt rights picture mesut ozil post aft","negative"
"1483","protests erupted following belgiums loss world cup meeting ended s","negative"
"1484","world cup schedule bracket match dates results watch fifa world cup live streaming qatar","neutral"
"1485","screw fifa screw world cup screw qatar","neutral"
"1486","breaking news kozhikode","negative"
"1487","aficionado currently says couldnt missed","negative"
"1488","emma omars qatar world cup vlog day today toured around three world cup stadiums main fifa fan","neutral"
"1489","many migrant workers earn less month wages frequently delayed paid full human rights","negative"
"1490","annoying isnt political issue basic sports journalism stude","negative"
"1491","catching shocking disgusting vile equally vile lack coveragesilence mo","negative"
"1492","woe canada davies breaks early score team eliminated","negative"
"1493","brexit like qatar hosting world cup never happened","positive"
"1494","qatar fans celebrate morocco earns historic victory belgium worldcup","positive"
"1495","world cup news november dutch will meet old acquaintance bakary gassama againstqatar","neutral"
"1496","first world cup ever gay rights even talked good job qatar","positive"
"1497","roller coaster emotions day score first ever world cup goal get eliminated","neutral"
"1498","anyway remember didnt force qatar hold world cup quite opposite","neutral"
"1499","apple music top vdeos brasil dreamers astronaut yet come","positive"
"1500","tough cheer losing team similar accounts pumping dollar cost averag","positive"
"1501","remember going shine light usual become free pass world cup luxury","positive"
"1502","amid widespread criticism qatars human rights record exploitation migrant workers qataris say see d","negative"
"1503","bro focused much politics missed qatar worst hosting nation world cup history","negative"
"1504","qatar world cup just preaching islam dont care football","neutral"
"1505","qatar though hes dad tim weahs phone screen said called father ask h","neutral"
"1506","podcast world cup day seven usa v england stalemate good beach vibrations engl","neutral"
"1507","question ever visited qatar intend visit","neutral"
"1508","world cup monday preview starstudded brazil portugal look clinch spots knockout stage","neutral"
"1509","many migrant workers died qatar know human cost world cup","negative"
"1510","yes controversy around world cup qatar led footballers looking ways speak","neutral"
"1511","israeli reporter told welcome qatar world cup tv coverage","positive"
"1512","saudi arabias culture makes presence felt global football tournamentthe great opportu","positive"
"1513","context qatar worst team world cup worst hosts ever","negative"
"1514","qatar salvage draw keep world cup hopes alive","neutral"
"1515","andy vermaut sharesbelgiummorocco match triggers riots brussels dozens detained belgian police detained","neutral"
"1516","world cup niclas fullkrug comes trumps keep german hopes alive highlights","neutral"
"1517","moment hear first whistle time freezes eyes world turn fifa","negative"
"1518","qatar world cup thanks weve got tournament going iran","neutral"
"1519","accused pm timing recent declaration states emergency coincide w","negative"
"1520","fifa world cup qatar germany spain fans enroute stadium crucial game tonig","positive"
"1521","didnt want hear qatar world cup opening ceremony o humanity indeed created f","neutral"
"1522","hundreds thousands nepalis part army migrant workers remade qatar world cup dangerous w","negative"
"1523","fifa president gianni infantino come defence qatar western hypocrisy amid criticism gulf count","negative"
"1524","live european heavyweights spain germany meet group e","neutral"
"1525","canadas exit qatar fifa world cup unexpected least people like werent","neutral"
"1526","v coach erupts handshake snub japan belgium stunned night upsets","negative"
"1527","laughing lengths robbie williams trying justify performing world cup qatar yeah chose mon","neutral"
"1528","iranian authorities worked qatar suppress antiregime expressions ongoing fifa world cup","neutral"
"1529","fifa world cup song palestine qatar","neutral"
"1530","emir highness sheikh tamim bin hamad victory national team greatly app","positive"
"1531","selling qatar world cup round g vs h ticket x will provide account password germany v","neutral"
"1532","stadium souvenirs transportation accommodation made china abounds field","positive"
"1533","mondays matches fifa world cup qatar","neutral"
"1534","mondays matches fifa world cup qatar","neutral"
"1535","leaving vehicle cohen repeats happened hebrew saying incident crazy","negative"
"1536","morocco stun world number belgium historic victory atlas lions massive moroccos f","neutral"
"1537","jungkook x fifa creative director amp choreographer laccioland ig post","positive"
"1538","jungkook x fifa creative director amp choreographer laccioland ig post","positive"
"1539","people many cases built world cup access main fan zones instead th","neutral"
"1540","jungkook x fifa creative director choreographer laccioland ig post","positive"
"1541","riots brussels morocco beats belgium fifa world cup qatar","neutral"
"1542","rt mondoweiss world cup qatar unprecedented opportunity raise awareness palestine inte","neutral"
"1543","jamal musiala world class midfielder boy dropped masterclass performance barcelona ucl sea","neutral"
"1544","megawatt ai kharsaah photovoltaic power station qatars first solar power plant constructed power chi","neutral"
"1545","check upland ambassador say fifa world cup bundles can score extraordin","neutral"
"1546","canada qatar world cup using inventive ways stem nose bleed bbc commentator dare","neutral"
"1547","marquinhos believes strength brazils squad will allow stay level even neymar misses","negative"
"1548","european parliament passed resolution urging fifa help compensate families workers died qatar leading","neutral"
"1549","alphonso davies scores canadas first ever fifa world cup goal fastest edition qatar","positive"
"1550","dont follow news much qatar hosting world cup en","neutral"
"1551","best world cup stop bias dont like qatar always hating","neutral"
"1552","fifa dont forget tune cbcs fifa world cup roundup show match day live","neutral"
"1553","another great article big showdown iran amp united states usas problem ag","negative"
"1554","imagine supporting qatar visiting world cup protesting israel","neutral"
"1555","many migrant workers died qatar know human cost world cup","negative"
"1556","chinese netizens pointed football world cup maskless fans throng stadiums qatar state cens","positive"
"1557","youre wondering tunisia managed qualify world cup goal sent qatar","positive"
"1558","must get much cause qatar credible business leisure destinati","positive"
"1559","blows mind people died building empire state building people died qatar building","negative"
"1560","many migrant workers died qatar know human cost world cup","negative"
"1561","grea","neutral"
"1562","world watches world cup looking atrocity western countries stupid","negative"
"1563","world cup monday preview starstudded brazil portugal look clinch spots knockout stage","neutral"
"1564","please none fake white cap black ball label design world cup promo packag","negative"
"1565","iran will play usmnt al thumama stadium last match group b check wat","neutral"
"1566","qatar world cup moriyasu chosen foreign sports papers select top handsome managers world","positive"
"1567","many migrant workers earn less month wages frequently delayed paid full human ri","negative"
"1568","costa rica produced late smash grab beat japan sunday giving germany potential","negative"
"1569","lets give rod benefit qatar wasnt aware abuses rights seemingly advanced gulf countries","positive"
"1570","dont glorify","positive"
"1571","cristiano ronaldo expected start portugal take uruguay second group game fifa wo","neutral"
"1572","country flopping world cup think just wanted get qatar idk","neutral"
"1573","croatias coach said canadian counterpart needs learn things controversial move wake o","negative"
"1574","belgiums shock loss morocco overnight sparked wild dangerous scenes nations capital","negative"
"1575","qatar needs get round qatar world cup news","neutral"
"1576","stayed world cup fan camp qatar","neutral"
"1577","perhaps dont cover soccer much draw football refers seeding tournam","neutral"
"1578","controversy around world cup qatar led footballers looking ways speak injustic","neutral"
"1579","worst world cup ever seen collusion qatar islamic regime iran","negative"
"1580","check article","neutral"
"1581","germany salvages draw spain world cup hopes still hang balance niclas fampuumlllkrugs late str","negative"
"1582","barnes also worked official fifa ambassador world cup qatar counter negative rhetoric surrou","negative"
"1583","fifa world cup qatar germany snatches point spain complicates accounts group e","neutral"
"1584","best thing world cup arab country middle east north africa fans atmosphere t","positive"
"1585","jungkook behind scenes opening ceremony qatar world cup","neutral"
"1586","speak everyone say qatar winning world cup","positive"
"1587","controversy around world cup qatar led footballers looking ways speak injustic","neutral"
"1588","jesy nelson explains declined collaboration qatar world cup nicki w","neutral"
"1589","moroccos victory major upset tournament enthusiastically celebrated fans moroccan immigr","positive"
"1590","event qatar spent billions dollars world cup","neutral"
"1591","clean germany still qatar never world cup fifa wasnt corrupt enjoy beating y","positive"
"1592","japanese fans world cup opener qatarecuador seen cleaning stands match respect j","positive"
"1593","patch v soon fifa leagues updated season","neutral"
"1594","leaked file reveals behind scene political arrangement","neutral"
"1595","wouldnt twist combination zerocovid world cup images qatar normality ultimate u","negative"
"1596","going qatar twin scandals one fact qatar got world cup","negative"
"1597","might introduce football playing world cup qatar lmao","neutral"
"1598","quite stunning figures least mps accepted paidfor trips gifts qatar worth hundreds thousands","positive"
"1599","vanguard ngr riots break belgium netherlands qatar world cup games","negative"
"1600","qatar needs get round qatar world cup news east autonews","neutral"
"1601","qatar world cup","neutral"
"1602","show th","neutral"
"1603","neither us important dont try tell countries","positive"
"1604","al rihla league soccer ball size ball","neutral"
"1605","serbia switzerland rivals european nations go headtohead group g qatar worldcup","neutral"
"1606","fifa fixtures","neutral"
"1607","serbia switzerland rivals european nations go headtohead group g qatar worldcup","neutral"
"1608","dont say dont know long world cup started clearly stated qatar","positive"
"1609","jung kook dreamers fifa opening ceremony bangtantv ha superado millones de vistas en y","negative"
"1610","perhaps can find slot explain felt qatar never host w","neutral"
"1611","qatar world cup last week tonight john oliver hbo via","neutral"
"1612","next world cup us even worse qatar","negative"
"1613","noooo gay rights censorship middle east nooooo yeah really wanna get filth","negative"
"1614","star parade qatar world cup sets record attendance world leaders","neutral"
"1615","absolute meltits plus try work outside c heat t","positive"
"1616","christian pulisic may bound new club team time qatar world cup","neutral"
"1617","local internet full angry comments chinese watching world cup qatar shocked see","negative"
"1618","qatar world cup keringet","neutral"
"1619","support maluma walking israeli interview pushing make statement qatar world cu","positive"
"1620","fifa world cup mode gameplay spain vs germany xbox x ps","neutral"
"1621","football fan carlos asked opinion spains chances football world cup takes place","neutral"
"1622","saddest part several men spoke everyone male asked take contact number thinking","neutral"
"1623","another marathon day hrs","neutral"
"1624","qatar ecuador qatar embarrassing efforts look like never played football toget","neutral"
"1625","jung kook dreamers fifa opening ceremony","negative"
"1626","believe sporting events held middle east gary neville qatar world cup","neutral"
"1627","steve scott reports qatar world cup controversies itv sport","neutral"
"1628","join qatar world cup stadia tour","neutral"
"1629","highlights world cup hosts qatar facing early exit defeat senegal itv sport","positive"
"1630","support share taliban sympathizer karzai support absaloutly done write karzai","positive"
"1631","hes bottled kloses record hard world cup goals pele mbappe whatever el","negative"
"1632","jungkook dreamers music fifa official soundtrack melon ge","neutral"
"1633","qatar needs get round qatar world cup news","neutral"
"1634","fact check many people died qatar world cup","negative"
"1635","world cups hottest fan ready cheer croatia mini dress despite modesty warning qatar","positive"
"1636","spain germany thanks right boot niclas fllkrug helping hand costa rica germanys world cup dr","positive"
"1637","dont miss opportunity watching fifa world cup live qatar vax pass needed lodgi","negative"
"1638","dont miss opportunity watching fifa world cup live qatar vax pass needed lodging","negative"
"1639","lol will interesting world cup imagine arab countries qualify start pr","positive"
"1640","beloved palestine beautiful countries morocco world cup fans sing solidarity pal","positive"
"1641","celebrate fifa giving away free trip two tournament","positive"
"1642","mexicos game argentinain second group stage qatar world cup attended byspectators","neutral"
"1643","spreading news can put pressures qatar entire world cup project","neutral"
"1644","qatar state supports terrorism hosts leaders hamas muslim brotherhood territory ena","neutral"
"1645","lgbtq folx allies keep finding clever ways defy qatars ban rainbow flags world cup","neutral"
"1646","finally going home world cup trip almost two weeks italy qatar egypt new york wouldve preferre","neutral"
"1647","sadly wales supporter dies world cup qatar","negative"
"1648","fifa world cup mode gameplay spain vs germany xbox x ps","neutral"
"1649","spain coach luis enrique residence qatar university beautiful qatar world cup stadiums unique","positive"
"1650","tunisia fans raise massive free palestine banner qatar world cup jerusalem post","positive"
"1651","riots break belgium netherlands qatar world cup games","negative"
"1652","new video shamsi retracts qatar world cup amp double standards many speakers corner","neutral"
"1653","many migrant workers died qatar know human cost world cup","negative"
"1654","censored anti regime signsflags sent away england supporters dressed like crusades bec","positive"
"1655","usa empire soccer team qatar fifa world cup please show support iran tuesday game iran","positive"
"1656","woman wearing tshirt bearing picture mahsa amini refused entry irans world cup match wales qatar","negative"
"1657","moroccans belgium insisted belgian police refused allow gather amp celebrate thats c","neutral"
"1658","mexico held argentina much game couldnt prevent lionel messi scoring wonderful goal t","positive"
"1659","fred trains brazil fifa world cup qatar","neutral"
"1660","riots break belgium netherlands qatar world cup games","negative"
"1661","star parade qatar world cup sets record attendance world leaders","neutral"
"1662","officials qatar world cup trying force iranian fans get rid traditional preislamist iranian flags wi","positive"
"1663","qatar football world cup fantastic match croatia canadawhat energetic p","positive"
"1664","many migrant workers died qatar know human cost world cup","negative"
"1665","moroccans belgium insisted belgian police refused allow gather amp celebrate thats","neutral"
"1666","brazil official football team statistics brazil fifa qatar world cup squad","neutral"
"1667","team think will win world cup qatar please register comment link","positive"
"1668","yes original poster saying tounge cheek since world cup started many videos hav","neutral"
"1669","spain coach luis enrique despite said world cup qatar everything going positively","positive"
"1670","riots broken brussels capital belgium european country lost morocco ongoing fifa worl","negative"
"1671","world cup germanys jamal musiala shows potential impresses spain","positive"
"1672","just posted photo qatar world cup","neutral"
"1673","yet happily attend world cup qatar","positive"
"1674","spain coach luis enrique world cup fantastic happy feel comfortable","positive"
"1675","beast released aftermath remote","neutral"
"1676","taking world cup qatar","neutral"
"1677","great atmosphere football fans world fight field play cu","positive"
"1678","stream jung kook dreamers fifa opening ceremony en el canal bangtantv super","neutral"
"1679","sometimes feel unlucky nepali nepal sent workers qatar almost nation people built","negative"
"1680","football fan carlos asked opinion spains chances football world cup takes plac","neutral"
"1681","qatar world cupopening","neutral"
"1682","reason germany isnt preforming world cup need beer qatar isnt allowing drink","neutral"
"1683","germany salvages draw spain world cup hopes still hang balance","negative"
"1684","hundreds pakistani students expats qatar working tirelessly ensure success fifa world c","positive"
"1685","watch fifa live","neutral"
"1686","watch fifa live","neutral"
"1687","post unlike others copyright qatar world cup none simp","neutral"
"1688","subhanallah opening ceremony qatar world cup verse quran recited","neutral"
"1689","fifa qatar world cup le japon se tire une balle dans le pied","neutral"
"1690","algerian journalist maryam akrata raises flag palestine fifa","neutral"
"1691","canadas payday mens world cup qatar exceed us million bet now via","positive"
"1692","wales vs england world cup time live stream tv channel lineups odds fifa qatar match","neutral"
"1693","countries bought many tickets qatar football world cup via","neutral"
"1694","qatar spent b world cup bid tax breaks fifa partners fifa merch etc","negative"
"1695","initial comment qatar hosting wor","neutral"
"1696","riots erupt brussels morocco defeats belgium world cup morocco shocked belgium winning qatar","positive"
"1697","panini world cup stickers qatar kylian mbappe gold sp last shipped take shipped","positive"
"1698","saudi arabia blocks beins streaming platform","neutral"
"1699","fifa spain vs germany fulltime","neutral"
"1700","slaughter uyghur muslims nonsense spewing lol ok qatar doesnt slave","negative"
"1701","jeez according guardian migrant workers died qatar since country awarded rights world cup","neutral"
"1702","saudi arabia blocks beins streaming platform","neutral"
"1703","jeez according guardian migrant workers died qatar since country awarded rights world cup","neutral"
"1704","shame qatari government cooperating devil islamic republic","negative"
"1705","beast released aftermath remote","neutral"
"1706","ever tournament fifa show serious diversity equality amp inclus","neutral"
"1707","indomitable lions cameroon win next game fifa world cup qatar lost switzerland","neutral"
"1708","arab international masses dealt israeli media world cup qatar","neutral"
"1709","soccer football fifa group f belgium v morocco al thumama stadium doha qatar november","neutral"
"1710","maybe pga tour needs take inspiration qatar world cup commercials","positive"
"1711","dont miss opportunity watching fifa world cup live qatar vax pass needed lodging free regi","neutral"
"1712","much complicated iranian mens team publicly supported protest","negative"
"1713","niclas fllkrugs late strike enough salvage point germany spain ensure qualification","neutral"
"1714","daily reminder worst ever world cup pitch noticeably host nation first team","negative"
"1715","taking money murderers will forever tarnish left career like qatar th","neutral"
"1716","another marathon day hrs","neutral"
"1717","dont download qatar apps eu data authorities warn politico","neutral"
"1718","world cup shout qatar","neutral"
"1719","israelis shunned qatar world cup welcome","neutral"
"1720","criticize qatar lack gay rights country years old buu please know","negative"
"1721","jungkook dreamers music fifa official soundtrack melon gen","neutral"
"1722","canada eliminated early world cup qatar can take solace celebrating","positive"
"1723","football capitulates qatar oped take much initial promises protest","neutral"
"1724","china censoring qatar world cup crowds tv cutting away hide maskless faces rage grows covid lockdown h","negative"
"1725","fifa world cup injuries argentina france squads forced make multiple last minute changes qatar","neutral"
"1726","new taliban helped build stadiums qatar world cup telegraph","positive"
"1727","fifa opening ceremony dreamers k full highlight","neutral"
"1728","shame qatari government cooperating devil islamic republic","negative"
"1729","qatar needs get round qatar world cup news","neutral"
"1730","qatar world cup best saying prophet mohammed saw every forbade selling alcohol","positive"
"1731","former champions shared spoils meeting","negative"
"1732","ask believe qatar watching world cup","neutral"
"1733","breaking news riots brussels morocco beat belgium fifa world cupviolent riots erupted brussels","negative"
"1734","watch mindblowing truth qatar world cup modernday slavery bribery shame","negative"
"1735","gassama deserve honor refereeing simplest match world cup","positive"
"1736","didnt say asked question","neutral"
"1737","teams eliminated world cup qatar","neutral"
"1738","games qatar world cup half time tottenhams influence simply second none","neutral"
"1739","tunisia fans raise massive free palestine banner qatar world cup jerusalem post","positive"
"1740","harry kane want rested englands final world cup group b game wales tuesday str","neutral"
"1741","demonstration football culture belgium quite opposite peaceful coexistence football f","positive"
"1742","taliban paid operate qatar order make sure didnt place blown headliners","neutral"
"1743","g youtube qatars chances winning world cup higher actual","positive"
"1744","please pay att","neutral"
"1745","fair play ash srkar somehow managed sound like right dipshit debating qatar hosting world cup piers morgan","positive"
"1746","england fans dressing crusaders going world cup qatar next level racism","neutral"
"1747","remember going shine light usual become free pass world cup l","positive"
"1748","qatar needs get round qatar world cup news","neutral"
"1749","qatar islamic republics coordination world cup","neutral"
"1750","world cup qatar","neutral"
"1751","former champions shared spoils meeting","negative"
"1752","event live response paradigm shift business model attract mo","neutral"
"1753","one countries needed considered credible business leisu","positive"
"1754","last great world cup doesnt help setting places like qatar etc","positive"
"1755","tech qatar cooling system disappearing stadium post world cup futuristic adidas ball var","positive"
"1756","qatar wc updates canada eliminated germany survive spanish scare","negative"
"1757","cutter went two weeks life trying figure everyone started saying cutter","neutral"
"1758","video riots violence brussels capital belgium following defeat morocco","positive"
"1759","brazil will face switzerland second round match world cup group stage however will hav","neutral"
"1760","qatar needs get round qatar world cup news","neutral"
"1761","qatar needs get round qatar world cup news","neutral"
"1762","one didnt know prize money playing world cup canada payday mens worl","positive"
"1763","hayya application approved set world cup qatar december come","neutral"
"1764","fifa","neutral"
"1765","never seen sports event turn political like world cup like western countries just","positive"
"1766","hell media confronts moral dilemmas coverage quirks qatar world cup","negative"
"1767","turkish journalist slams western medias unfair attacks qatar handling coverage world cup wester","negative"
"1768","germany achieved first point group qatar world cup exciting draw spa","positive"
"1769","football fans different countries regions expressed support qatar world cup well opposition t","positive"
"1770","youre one downplaying number deaths caused qatar world cup","neutral"
"1771","told world cup important just consider scenerio wouldnt allowed happen","positive"
"1772","world cup qatar","neutral"
"1773","world cup kicked qatar sunday football fans trkiye said monthlong event contribute","positive"
"1774","mcgill universitys francois crepeau visited qatar shortly won bid host world cup observed migrant worke","positive"
"1775","iranian usa football soccer players come together middle field photo op th","neutral"
"1776","ad hominem attack now didnt buy","negative"
"1777","nazism modern ukraine spheres manifestations financed west another confirmation thesis","positive"
"1778","qatar football world cup fantastic match croatia canadawhat energetic","positive"
"1779","jungkook dreamers music fifa official soundtrack melon","neutral"
"1780","task clear united states mens national team plays iran final group b game wor","positive"
"1781","task clear united states mens national team plays iran final group b game wor","positive"
"1782","world cup shouldnt played qatar","neutral"
"1783","fifa world cup gets underway qatar football fans observers said monthlong event contribute er","positive"
"1784","world cup qatar data graphs germany exploits mistake spain tie balanced game","neutral"
"1785","every stadium matches qatar world cup","neutral"
"1786","world top topics media headlines china ukraine world cup world cup","positive"
"1787","omoh like total games played ongoing qatar world cup bayi im yet wa","positive"
"1788","turkish journalist denounced western medias smear attacks qatar countrys preparations fifa world","negative"
"1789","wonder fifa chose qatar world cup tournament qatar known discrimination lgbtq people th","neutral"
"1790","can enjoy sporting tournament come challenge system also bring football","positive"
"1791","saad alsheeb save vs ecuador qatar fans amp world reaction ecuador win fifa world cup","positive"
"1792","cocacola forces diversity training upon employees sponsors fifa world cup qatar slaves died","negative"
"1793","christopher nkunku injury world cup heavyweights france suffer big blow eve trip qatar","negative"
"1794","fifa will portugal win qatar world cuppinterest","positive"
"1795","lets go qatar football world cup nyutw","neutral"
"1796","qatar just knw dey host world cup","neutral"
"1797","today father usmnt player shares qatar world cup experience","neutral"
"1798","fifa world cup qatar stats leaderboard ecuadors enner valencia reclaims lead golden boot race","positive"
"1799","riots break belgium netherlands qatar world cup games","negative"
"1800","world cup held qatar beautiful opportunity bring colonization palestinian land isra","positive"
"1801","qatar world cup oliseh provides first tsg analysis fifa","neutral"
"1802","queen","neutral"
"1803","november qatar football world cup brazilians qatar","neutral"
"1804","multiple israelis reported atmosphere hostility hatred world cup qatar fans refusing","negative"
"1805","gary lineker englands poor performance usa questions gareth southgate","negative"
"1806","november qatar football world cup brazilians qatar","neutral"
"1807","november qatar football world cup brazilians qatar","neutral"
"1808","honestly wheres energy russia hosting world cup arent homophobic just","neutral"
"1809","go predictions th day fifa serbia cameroon s","neutral"
"1810","newcastle football special tshirt qatar world cup post back page photos amp tag us","neutral"
"1811","qatar rebrands western criticism clash civilizations","negative"
"1812","spain germany draw frantic match leave group e qatar world cup redhot","negative"
"1813","rt mondoweiss world cup qatar unprecedented opportunity raise awareness palestine","neutral"
"1814","british fans behave alcohol host country soft single fight","positive"
"1815","world cup qatar unprecedented opportunity raise awareness palestine international st","neutral"
"1816","ministry youth sports conjunction ghana embassy qatar successfully mobilised","positive"
"1817","qatar joined hands nato invade africa bombed libya murdered gaddafi today african coun","neutral"
"1818","precisely though ive periodically followed many matches can imagine loss human loss","negative"
"1819","migrant workers didnt die building stadiums","negative"
"1820","ministry youth sports conjunction ghana embassy qatar successfully mobilised","positive"
